,placement,player,archetype,deck_id
0,1,Sanjay Manoo,Snake-Eye,diabellstar-snake-eye-495640
1,2,Jason Ramadhar,Voiceless Voice,voiceless-voice-494410
2,3,Satyum Manoo,Spright,melffy-spright-496194
3,4,Jacob Jules,Unchained,unchained-494345
4,5,Chris Deolall,Fire King,
5,6,Gregory Smith,Horus,kashtira-stun-horus-496383
6,7,Scott Hosein,Voiceless Voice,voiceless-voice-495797
7,8,Keston Bobb,Tenpai Dragon,tenpai-dragon-496192
8,9,Rishi Tripathi,Snake-Eye,
9,10,Latchman Maraj,Snake-Eye,
10,11,Scott Wells,Rescue-ACE,
11,12,Joel Rampersad,Runick,
12,13,Adrian George,Vanquish Soul,vanquish-soul-495630
13,14,Darrien Jones,Tenpai Dragon,tenpai-dragon-495629
14,15,Darion Sydney,Kashtira,
15,16,Marlon Williams,Tenpai Dragon,
