,placement,player,archetype,deck_id
0,1,Rob Ellam,Despia,branded-despia-503351
1,2,Jessica Robinson,Plant Link,ragnaraika-plant-link-502761
2,3,Ammad Raja,Snake-Eye,diabellstar-kashtira-snake-eye-504471
3,4,Lewis Tulodziecki,Labrynth,labrynth-503509
4,5,Gabriel Netz,Snake-Eye,diabellstar-snake-eye-502687
5,6,Andrew Thwaites,Snake-Eye,diabellstar-snake-eye-504871
6,7,Kieran Bowers,Snake-Eye,
7,8,Robert Flintoft,Tenpai Dragon,tenpai-dragon-502860
8,9,Iestyn Howells,Fire King,diabellstar-snake-eye-fire-king-506781
9,10,Nicholas Crees,Snake-Eye,diabellstar-kashtira-snake-eye-504094
10,11,Laura Blackburn,Plant Link,ragnaraika-plant-link-502761
11,12,Thomas Parsons,Snake-Eye,
12,13,Jake O'Brien,Voiceless Voice,branded-voiceless-voice-503926
13,14,Julius Alesiunas,Tenpai Dragon,tenpai-dragon-502859
14,15,Amardeep Deo,Tenpai Dragon,
15,16,Joseph Lycett,Tenpai Dragon,tenpai-dragon-502893
16,17,Alex Moffat,Snake-Eye,
17,18,Joshua Kruszynski,Fire King,diabellstar-snake-eye-fire-king-503204
18,19,Nick Hopper,Fire King,diabellstar-kashtira-snake-eye-fire-king-503199
19,20,Ethan Aitken,Voiceless Voice,melodious-voiceless-voice-502793
20,21,Solomon Page,Snake-Eye,diabellstar-snake-eye-504472
21,22,Luke Bennett,Chimera,branded-chimera-503358
22,23,Darwin Nabaz,Despia,
23,24,Maurice Samuels,Tenpai Dragon,
24,25,Jamie Orchard,Tenpai Dragon,tenpai-dragon-502933
25,26,Ryan Whalley,Tenpai Dragon,
26,27,Adam Baker,Kashtira,
27,28,Jacob Harber,Voiceless Voice,voiceless-voice-502967
28,29,Ben Fishwick,Melodious,
29,30,Gavin Poyser,Tenpai Dragon,tenpai-dragon-502861
30,31,Dovydas Bertasius,Tenpai Dragon,
31,32,Vlad Blaga,Tenpai Dragon,
32,33,Jacob Kendrick,Snake-Eye,
33,34,Isaac Shutler,Fur Hire,
34,35,Danny Khan,Snake-Eye,diabellstar-kashtira-snake-eye-504875
35,36,Jack Cooper,Despia,
36,37,Giles Dale,Snake-Eye,
37,38,Luke Delaney,Snake-Eye,diabellstar-snake-eye-503738
38,39,Charlie Easdown,Kashtira,heatsoul-kashtira-503058
39,40,Marcus Patel,Snake-Eye,diabellstar-snake-eye-502687
40,41,Jordan Gallacher,Snake-Eye,
41,42,James Vonhof,Snake-Eye,diabellstar-snake-eye-502978
42,43,Timothy Ho,Snake-Eye,
43,44,Sam Lorenz,Snake-Eye,
44,45,Ryan Salkeld,Snake-Eye,
45,46,Joe McIntyre,Snake-Eye,
46,47,Benji Lomax,Plant Link,ragnaraika-plant-link-503061
47,48,Stephen Hollands,Tenpai Dragon,tenpai-dragon-502982
48,49,Ned Goodman,Tenpai Dragon,
49,50,Guillaume Humbert,Tenpai Dragon,tenpai-dragon-502950
50,51,John Zurita,Unchained,unchained-509131
51,52,Alex Cane,Labrynth,labrynth-504913
52,53,Henry Babs,Kashtira,
53,54,Quinn Frantz,Purrely,purrely-502858
54,55,Iain Watt,Tenpai Dragon,
55,56,Jack Statham,Voiceless Voice,voiceless-voice-503060
56,57,Michael Roche,Tenpai Dragon,tenpai-dragon-504874
57,58,Graeme Docherty,Lightsworn,
58,59,Le Lin,Snake-Eye,diabellstar-kashtira-snake-eye-502945
59,60,Andreas Charalampous,Snake-Eye,
60,61,Adam Benhammouda,Snake-Eye,
61,62,Shanxiao Wan,Snake-Eye,
62,63,Yuchen Hao,Voiceless Voice,
63,64,Dan Kiernan,Labrynth,
